entry_index,key_id,key_name,z_layer_id,z_layer_name,position_label,local_x_cm,local_y_cm,frequency_hz,sample_count,sensor_count,h2_s1_q16,h2_s2_q16,h2_s3_q16,h2_s4_q16,h2_total_q16,f1,f2,f3,f4,h2_s1_g2,h2_s2_g2,h2_s3_g2,h2_s4_g2,h2_total_g2,std_s1_q16,std_s2_q16,std_s3_q16,std_s4_q16
10,3,K3,0,press,middle,0.0,2.0,75,200,3,47716,22868,347922,,418505,0.11401418855448131,0.05464133958947628,0.8313444718560424,,0.7280807495117188,0.34893295288085935,5.30886474609375,,6.385878448486328,6297.380530823908,1838.9326118974561,67676.35222603535,
11,3,K3,0,press,bottom,0.0,3.3,75,200,3,21515,40741,196456,,258713,0.08316343290391057,0.15747602829322654,0.7593605388028629,,0.3282996368408203,0.6216593170166016,2.9976851654052736,,3.9476441192626957,3041.2423640635748,2782.517026142877,40086.033805403786,
12,4,K4,0,press,top,0.0,0.7,75,200,3,2663,1415,26732,,30810,0.08641872327774205,0.045928771804210254,0.8676525049180477,,0.04062744140625,0.021592178344726563,0.40790351867675784,,0.4701231384277344,224.23645198762844,131.64004244529855,5524.218257072669,
13,4,K4,0,press,middle,0.0,2.0,75,200,3,3071,2261,38673,,44005,0.06979835802656405,0.051369532649433385,0.8788321093240026,,0.046866989135742186,0.034492721557617186,0.5901029205322266,,0.6714626312255859,243.79236939453213,196.61396129217275,8032.850125875311,
14,4,K4,0,press,bottom,0.0,3.3,75,200,3,2318,2667,20186,,25172,0.09209155980815624,0.10596139884254131,0.8019470413493024,,0.03537117004394531,0.040698394775390626,0.30801742553710937,,0.38408699035644533,305.9854862162583,222.80234715998841,3743.1471807958605,
15,0,K0,1,hover-low,top,0.0,0.7,75,200,3,9624,4523,1622,,15769,0.6103129584832744,0.2868355391263899,0.1028515023903358,,0.1468482208251953,0.06901588439941406,0.024747238159179688,,0.24061134338378903,1766.55067319763,365.95718926535653,364.4610236705703,
16,0,K0,1,hover-low,middle,0.0,2.0,75,200,3,10175,6647,1694,,18516,0.5495531670939579,0.35896287887093614,0.0914839540351061,,0.15526512145996094,0.10141769409179688,0.025846939086914062,,0.28252975463867186,1692.6848519364141,576.9579619868332,395.7439399093813,
17,0,K0,1,hover-low,bottom,0.0,3.3,75,200,3,6170,8622,1334,,16126,0.3825865708955351,0.5346734718492466,0.08273995725521822,,0.09414016723632812,0.13156303405761718,0.02035919189453125,,0.24606239318847656,1017.9060443380813,684.5382763403373,322.362889303344,
18,1,K1,1,hover-low,top,0.0,0.7,75,200,3,84212,20718,9036,,113966,0.7389212088225032,0.1817928591882736,0.07928593198922325,,1.2849671936035156,0.3161336517333984,0.1378764343261719,,1.7389772796630858,14389.49527286833,1698.9028155768651,1780.2046744967276,
19,1,K1,1,hover-low,middle,0.0,2.0,75,200,3,101201,43343,9475,,154019,0.6570719900708186,0.281411729507721,0.0615162804214604,,1.5442108154296874,0.6613568115234375,0.14457183837890625,,2.350139465332031,13279.499010881396,3655.1798926455044,2012.6244047014834,
20,1,K1,1,hover-low,bottom,0.0,3.3,75,200,3,45244,91575,6703,,143522,0.31523879428592555,0.6380559867038973,0.04670521901017725,,0.6903629302978516,1.397322311401367,0.10228294372558594,,2.1899681854248043,3675.4029458516516,7045.309061196322,1483.9211261974135,
21,2,K2,1,hover-low,top,0.0,0.7,75,200,3,120146,27407,61178,,208731,0.5756023809799854,0.13130351209207877,0.2930941069279358,,1.8332821655273437,0.41819908142089846,0.9334989166259766,,3.184980163574219,19056.55105153081,2013.806901362442,13880.921845424207,
22,2,K2,1,hover-low,middle,0.0,2.0,75,200,3,139554,76740,80836,,297129,0.4696726100883775,0.25827051851778554,0.2720568713938369,,2.12941764831543,1.1709556579589844,1.233460693359375,,4.5338339996337895,13711.475481864634,5737.527835008733,15995.674814574095,
23,2,K2,1,hover-low,bottom,0.0,3.3,75,200,3,69064,141768,37144,,247975,0.278510955136006,0.5717003177773996,0.14978872708659452,,1.0538312530517577,2.1632027435302734,0.5667713928222656,,3.7838053894042964,5853.6758709186315,11515.967363881116,6862.386537138519,
24,3,K3,1,hover-low,top,0.0,0.7,75,200,3,15845,6037,83110,,104992,0.1509124054568123,0.05749740217560055,0.7915901923675871,,0.24176864624023436,0.09211349487304688,1.2681640625,,1.6020462036132812,1315.9508719933278,567.2045552532172,15623.88358091547,
25,3,K3,1,hover-low,middle,0.0,2.0,75,200,3,20373,12172,118271,,150817,0.13508750712039044,0.08070874299406956,0.78420374988554,,0.31087455749511717,0.185733642578125,1.8046746063232422,,2.3012828063964843,2082.9901270469336,1120.4352423946686,21072.196527912674,
26,3,K3,1,hover-low,bottom,0.0,3.3,75,200,3,12208,21331,57404,,90944,0.13423935414459384,0.23455543259248157,0.6312052132629246,,0.18628372192382814,0.32549217224121096,0.8759223937988281,,1.3876982879638673,1157.5722508336144,1877.5723282939061,10651.821421592647,
27,4,K4,1,hover-low,top,0.0,0.7,75,200,3,2009,1174,16172,,19355,0.10379055682941926,0.06067107415471193,0.8355383690158689,,0.03065277099609375,0.017918167114257814,0.2467620086669922,,0.29533294677734373,215.0568073788877,161.1224185984061,3195.0062305064444,
28,4,K4,1,hover-low,middle,0.0,2.0,75,200,3,2028,1561,18786,,22375,0.09065026288991875,0.06978465350351179,0.8395650836065695,,0.030949859619140624,0.023825912475585936,0.28664474487304686,,0.3414205169677734,283.8920941132387,195.94519125255408,3689.150694604383,
29,4,K4,1,hover-low,bottom,0.0,3.3,75,200,3,1574,1863,11183,,14619,0.10763625966443058,0.12742068206956134,0.7649430582660081,,0.024010772705078124,0.028424148559570313,0.1706383514404297,,0.22307327270507812,255.97834888911993,222.73984146308447,2428.6885953071464,
30,0,K0,2,hover-high,top,0.0,0.7,75,200,3,4673,2403,857,,7933,0.5889906140569812,0.30293868506039223,0.10807070088262655,,0.07129737854003906,0.03667076110839844,0.01308197021484375,,0.12105010986328125,513.3101479368979,195.1870128235995,209.6135119690522,
31,0,K0,2,hover-high,middle,0.0,2.0,75,200,3,5259,3516,920,,9695,0.5424139122541916,0.3626510435737825,0.09493504417202593,,0.08024185180664062,0.053648681640625,0.014044189453125,,0.14793472290039061,384.6753788585903,295.787243808789,206.36615517085158,
32,0,K0,2,hover-high,bottom,0.0,3.3,75,200,3,3589,4435,772,,8796,0.40799844467423146,0.5042046663183859,0.0877968890073827,,0.05475746154785156,0.06766929626464843,0.011783218383789063,,0.13420997619628905,287.3811454758297,318.62787758606436,184.70688773026305,
33,1,K1,2,hover-high,top,0.0,0.7,75,200,3,21362,7944,4308,,33614,0.6355184546949456,0.23633001949332239,0.12815152581173214,,0.32596382141113284,0.12121604919433594,0.06573020935058593,,0.5129100799560546,3014.57427206148,602.6752896668321,893.9350211145103,
34,1,K1,2,hover-high,middle,0.0,2.0,75,200,3,26289,15108,4783,,46180,0.5692622797286355,0.3271565572693096,0.10358116300205479,,0.4011309051513672,0.230531005859375,0.07298851013183594,,0.7046504211425781,2204.260687798746,1206.3374957282892,988.9631107250664,
35,1,K1,2,hover-high,bottom,0.0,3.3,75,200,3,15611,23536,3474,,42621,0.366278410910578,0.5522174429318237,0.08150414615759834,,0.23820945739746094,0.3591350555419922,0.05300628662109375,,0.6503507995605469,1094.7939203224505,1602.1884437777599,703.9086145232206,
36,2,K2,2,hover-high,top,0.0,0.7,75,200,3,28868,10914,18241,,58022,0.4975338843157524,0.1880922925999984,0.31437382308424916,,0.4404925537109375,0.16652786254882812,0.2783314514160156,,0.8853518676757812,2621.3217230244745,888.4866431747863,3439.025067820821,
37,2,K2,2,hover-high,middle,0.0,2.0,75,200,3,35716,21647,20537,,77900,0.4584863413599366,0.27788690226902135,0.2636267563710421,,0.5449864959716797,0.3303143310546875,0.31336380004882813,,1.1886646270751953,5115.404967329077,1752.225179478939,4174.3801237908365,
38,2,K2,2,hover-high,bottom,0.0,3.3,75,200,3,19146,33348,12780,,65274,0.2933184249257707,0.5108926001771299,0.19578897489709934,,0.29214637756347656,0.5088511657714844,0.1950066375732422,,0.9960041809082032,2694.2324777151284,2542.4536446315005,2565.256338648245,
39,3,K3,2,hover-high,top,0.0,0.7,75,200,3,7685,3821,22902,,34408,0.22334534702279732,0.11105624656147979,0.6655984064157229,,0.11726165771484375,0.05830718994140625,0.3494551086425781,,0.5250239562988281,975.3378852479791,442.19210938233624,4539.827707953244,
40,3,K3,2,hover-high,middle,0.0,2.0,75,200,3,8742,6681,28072,,43496,0.20099131159688344,0.15360754608881616,0.6454011423143003,,0.13339691162109374,0.10194854736328125,0.4283494567871094,,0.6636949157714844,796.8380763994652,665.3484500620708,5207.059324983728,
41,3,K3,2,hover-high,bottom,0.0,3.3,75,200,3,5707,8727,16281,,30715,0.18579739696375924,0.284128895434309,0.5300737076019317,,0.08707916259765625,0.13316497802734376,0.2484339141845703,,0.4686780548095703,856.9328956225219,844.8197855164142,3208.4336071944826,
42,4,K4,2,hover-high,top,0.0,0.7,75,200,3,1238,799,7336,,9374,0.13211755920631535,0.08527576274802645,0.7826066780456582,,0.018897552490234375,0.012197494506835938,0.11194084167480468,,0.143035888671875,217.94934984991352,145.4648217783255,1423.6521734521393,
43,4,K4,2,hover-high,middle,0.0,2.0,75,200,3,1327,1112,8202,,10641,0.12471460020534218,0.104464195512075,0.7708212042825828,,0.02024932861328125,0.01696136474609375,0.12515464782714844,,0.16236534118652343,177.00213671026685,192.15481674941174,1557.8783575026005,
44,4,K4,2,hover-high,bottom,0.0,3.3,75,200,3,1054,1237,5871,,8162,0.12918043913447236,0.15160393608758185,0.7192156247779458,,0.016089248657226562,0.018882064819335936,0.08957733154296875,,0.12454864501953125,141.11875982660845,193.94240891305853,1203.1968743310465,
